title,abs_journal,status
LyαNNA II: Field-level inference with noisy Lyα forest spectra,arXiv e-prints,success
Exoplanetary radio emission predictions and detectability in the SKA era,arXiv e-prints,success
The magnetic sensitivity of the Ca II resonance and subordinate lines in the solar atmosphere,Astronomy and Astrophysics,success
Multi-messenger constraints on LIGO/Virgo/KAGRA gravitational wave binary black holes merging in AGN disks,arXiv e-prints,success
To Survive or to Shatter: The Impact of Cosmic Rays on the Fate of Stripped Cold Clouds,arXiv e-prints,success
"HOLISMOKES XIX: SN 2025wny at $z=2$, the first strongly lensed superluminous supernova",arXiv e-prints,success
Mechanisms of Superrotation in Slowly-Rotating and Tidally-Locked Planets,arXiv e-prints,success
"Suppressed ""lump"" EM signature in radiation pressure dominated accreting massive black hole binaries",arXiv e-prints,success
RGC: a radio AGN classifier based on deep learning. I. A semi-supervised model for the VLA images of bent radio AGNs,arXiv e-prints,success
Coronal Mass Ejections from Young Suns: Insights from Solar and Stellar Observations and Models,arXiv e-prints,success
The Solar Neighborhood. LV. M Dwarf Twin Binaries -- One in Five Twin Sibling Pairs Are Mismatched in Activity and/or Rotation,arXiv e-prints,success
Impact of Charge Transfer Inefficiency on transit light-curves: A correction strategy for PLATO,arXiv e-prints,success
On the acceleration of cosmic rays at the post-adiabatic shocks of supernova remnants,arXiv e-prints,success
Characterizing Low-Latency Sky Localization in Multi-Detector Gravitational-Wave Networks,arXiv e-prints,success
Illuminating gravitational wave sources with Sgr A* flares,arXiv e-prints,success
Positive AGN Feedback Enhances Star Formation in Starburst Dwarf Galaxies,arXiv e-prints,success
pyROX: Rapid Opacity X-sections,arXiv e-prints,success
Addressing Synchrotron Challenges for CMB Observations: ELFS-SA Collaboration for Robust Foreground Removal,arXiv e-prints,success
Lens Model Accuracy in the Expected LSST Lensed AGN Sample,arXiv e-prints,success
Dissipation and particle acceleration at intermittent structures with velocity and magnetic shear: Interaction of Kelvin-Helmholtz and Drift-Kink instabilities,arXiv e-prints,success
A Compact Multi-Planet System of Three Transiting Giant Planets Around TIC118798035,The Astrophysical Journal,success
Detecting streaks in smart telescopes images with Deep Learning,arXiv e-prints,success
Electron impact excitation of Te IV and V and Level Resolved R-matrix Photoionization of Te I - IV with application to modelling of AT2017gfo,arXiv e-prints,success
A modeling perspective on the diversity of red-supergiant stars exploding within circumstellar material,arXiv e-prints,success
Relics of High-redshift Compaction in our Backyard: The Most Metal-poor Stars in the Proto-Galaxy,arXiv e-prints,success
Evolutionary Tracks and Spectral Properties of Quasi-stars and Their Correlation with Little Red Dots,arXiv e-prints,success
QUIJOTE scientific results XIX. New constraints on the synchrotron spectral index using a semi-blind component separation method,arXiv e-prints,success
A search for black holes with metal-poor stellar companions: I. Survey sample selection and single epoch radial velocity follow-up,arXiv e-prints,success
Clumpy Outflows from Super-Eddington Accreting Black Holes I: Radiation Hydrodynamics Simulations and Observational Implications,arXiv e-prints,success
Association of the IceCube neutrinos with CAZ blazar light curves,arXiv e-prints,success
CAZ catalog and optical light curves of 7918 blazar-selected AGN,arXiv e-prints,success
The Manticore-Local Cluster Catalogue: A Posterior Map of Massive Structures in the Nearby Universe,arXiv e-prints,success
"XRISM-Subaru views of Abell 754: an off-axis, near-line-of-sight merging cluster",arXiv e-prints,success
Thermodynamic and magnetic evolution of an eruptive C-class solar flare observed with SST/TRIPPEL-SP,arXiv e-prints,success
CHIME-o-Grav: Wideband Timing of Four Millisecond Pulsars from the NANOGrav 15-yr dataset,arXiv e-prints,success
Resolving star spots on WASP-85 A using high-resolution transit spectroscopy,arXiv e-prints,success
Looking for Companionship: Radial Velocity Follow-Up of Lithium-Rich Giants with ESPRESSO,arXiv e-prints,success
Assessing the performance of future space-based detectors: astrophysical foregrounds and individual sources,arXiv e-prints,success
The slope and scatter of the star forming main sequence at z~5 : reconciling observations with simulations,arXiv e-prints,success
A resistive MHD module in the GPU-accelerated GRMHD code GRaM-X,arXiv e-prints,success
Intermediate-Mass Stripped Stars in the Magellanic Clouds: Forward Modeling the Observed Population Discovered Via UV Excess,arXiv e-prints,success
Intruder Alert: Breaking Resonant Chains with Planetesimal Flybys,arXiv e-prints,success
Rise of the forsaken relics: connecting present-day stellar streams and phase-mixed galaxies to the Epoch of Reionization,arXiv e-prints,success
The thermal and kinematic Sunyaev-Zeldovich effect in galaxy clusters and filaments using multifrequency temperature maps of the cosmic microwave background: Abell 399--Abell 401 cluster pair case study,arXiv e-prints,success
Deep Synoptic Array Science: Searching for Long Duration Radio Transients with the DSA-110,arXiv e-prints,success
Cosmic shear with one component and its application to future radio surveys,arXiv e-prints,success
FLAMINGO: Tracing the co-evolution of hot gas and black holes in galaxy groups and clusters,arXiv e-prints,success
A Physical Model for the Ice Coma of 3I/ATLAS,arXiv e-prints,success
Discovery of Repeating Transitions in 25 Changing-look Active Galactic Nuclei,arXiv e-prints,success
"A Census of Double-Peaked Lyman-alpha Emitters in MAGPI: Classification, Global Characteristics, and Spatially Resolved Properties",arXiv e-prints,success
The selection function of the Gaia DR3 open cluster census,arXiv e-prints,success
The $\mathtt{WebSky}$ $\mathrm{[CII]}$ Forecasts and the search for primordial intermittent non-Gaussianity,arXiv e-prints,success
SKYSURF-11: A New Zodiacal Light Model Optimized for Optical Wavelengths,arXiv e-prints,success
The Origin of Self-similar FRED Profiles in Gamma-Ray Bursts Pulses,arXiv e-prints,success
Ram pressure shaping HVC droplets -- FAST HI observations of HVC AC-III and theoretical interpretation,arXiv e-prints,success
A Natural Language Interface for Efficient Data Retrieval in SDSS,arXiv e-prints,success
Potential Thermal Profiles of The Third Interstellar Object 3I/ATLAS,arXiv e-prints,success
TRIShUL: Technique for Reconstructing magnetic Interstellar Structure Using starLight polarization,arXiv e-prints,success
Atmospheric collapse and re-inflation through impacts for terrestrial planets around M dwarfs,arXiv e-prints,success
Cosmological Simulations of Weakly Collisional Plasmas with Braginskii Viscosity in Galaxy Clusters,arXiv e-prints,success
Figuring Out Gas & Galaxies In Enzo (FOGGIE) XI: Circumgalactic O VI Emission Traces Clumpy Inflowing Recycled Gas,arXiv e-prints,success
{\sc ampere}: A tool to fit heterogeneous observations consistently,arXiv e-prints,success
Weak-Lensing Detection of Intercluster Filaments in Three Nearby Cluster Systems,arXiv e-prints,success
Interstellar Comet 3I/ATLAS: Evidence for Galactic Cosmic Ray Processing,arXiv e-prints,success
The SOMA MM Survey. I. An Astrochemical Census of Massive Protostars,arXiv e-prints,success
Demystifying flux eruptions: Magnetic flux transport in magnetically arrested disks,arXiv e-prints,success
Unveiling Extended Components of 'Little Red Dots' in Rest-Frame Optical,arXiv e-prints,success
Accelerating star formation of dense clumps,arXiv e-prints,success
A Unified Photometric Redshift Calibration for Weak Lensing Surveys using the Dark Energy Spectroscopic Instrument,arXiv e-prints,success
Rapid bulge assembly in young galaxy disks at Cosmic Dawn,arXiv e-prints,success
Pre-flight Background Estimates for COSI,arXiv e-prints,success
A Dual-Resolution Prescription in the $S_N$ Method for Boltzmann Neutrino Transport I: Proof of Principle and the Resolution of Collision Term,arXiv e-prints,success
Ephemeris and Almanac Design for Lunar Navigation Satellites,arXiv e-prints,success
Engulfment of Eccentric Planets by Giant Stars: Hydrodynamics and Light Curves,arXiv e-prints,success
The Ray Tracing Sampler: Bayesian Sampling of Neural Networks for Everyone,arXiv e-prints,success
Cosmological Constraints from Dark Energy Survey Year 1 Cluster Lensing and Abundances with Simulation-based Forward-Modeling,arXiv e-prints,success
Observing Orbital Decay in the Ultracompact Hot Subdwarf Binary System ZTFJ213056.71+442046.5,arXiv e-prints,success
Extreme equivalent width-selected low-mass starbursts at $z=4-9$: insights into their role in cosmic reionization,arXiv e-prints,success
BlazEr1: The eROSITA Blazar Catalog. Blazars and Blazar Candidates in the First eROSITA Survey,arXiv e-prints,success
Simulating the late stages of WD-BH/NS mergers: an origin for fast X-ray transients and GRBs with periodic modulations,arXiv e-prints,success
Stacking transmission spectra of different exoplanets,arXiv e-prints,success
Reproducing Abell 2744 with the HyperMillennium Simulation,arXiv e-prints,success
Dense Circumstellar Medium around Pulsating Massive Stars Powering Interacting Supernovae,arXiv e-prints,success
The Physical Origin of Periodic Density Structures in the Solar Wind: Coronal Streamers as Magnetohydrodynamic Resonators,arXiv e-prints,success
Accretion-Driven Turbulence in the Circumgalactic Medium,arXiv e-prints,success
Poincaré Maps with the Theory of Functional Connections,arXiv e-prints,success
Probing Gravity at Large Scales with kSZ-Reconstructed Velocities and CMB Lensing,arXiv e-prints,success
Revealing cosmological fluctuations in 21cm intensity maps with MeerKLASS: from maps to power spectra,arXiv e-prints,success
Euclid: Systematic uncertainties from the halo mass conversion on galaxy cluster number count data analyses,arXiv e-prints,success
A century of change: new changing-look event in Mrk 1018's past,arXiv e-prints,success
Compact Accretion Disks in the Aftermath of Tidal Disruption Events: Parameter Inference from Joint X-ray Spectra and UV/Optical Photometry Fitting,arXiv e-prints,success
Unbiased Primordial Gravitational Wave Inference from the CMB with SMICA,arXiv e-prints,success
"The Weighing Halos Accurately, Locally, and Efficiently with Supernovae (WHALES) Survey Overview and Initial Data Release",arXiv e-prints,success
An extremely fast fading population II dwarf nova candidate: caught spectroscopically on the rise,arXiv e-prints,success
Tidal disruption events with SPH-EXA: resolving the return of the stream,arXiv e-prints,success
The magnetic fields of the dusty nuclei and molecular outflows of Arp 220,arXiv e-prints,success
A Star's Death by a Thousand Cuts: The Runaway Periodic Eruptions of AT2023uqm,arXiv e-prints,success
CROCODILE-DWARF: Assembly and Kinematics of Field Dwarf Galaxies with GADGET4-OSAKA,arXiv e-prints,success
"When Magnetic Field Lines Stretch, Snap, and Expand: A New Look at Solar Flares with L-maps",arXiv e-prints,success
Baryonic Masses and Properties of Gaseous Satellite Galaxies,arXiv e-prints,success
Faint active galactic nuclei supplied 31-75% of hydrogen-ionizing photons at z>5,arXiv e-prints,success
Galaxy Luminosity Function of the Coma Cluster from Deep $u'-g'-r'$ Wendelstein Imaging Data,arXiv e-prints,success
Magnetic Fields in Massive Star-forming Regions (MagMaR). VI. Magnetic Field Dragging in the Filamentary High-mass Star-forming Region G35.20--0.74N due to Gravity,arXiv e-prints,success
Shock Acceleration in the Intracluster Medium: Implications of Micromirror Confinement,arXiv e-prints,success
The Compressed 3D Lyman-Alpha Forest Bispectrum,arXiv e-prints,success
COMAP Pathfinder -- Season 2 results IV. A stack on eBOSS/DESI quasars,arXiv e-prints,success
Cosmic Vine: High abundance of massive galaxies and dark matter halos in a forming cluster at z=3.44,arXiv e-prints,success
The MandelZoom project II: the impact of stellar feedback on black hole accretion through an $α$-disc in dwarf galaxies with a resolved interstellar medium,arXiv e-prints,success
Discovery of SN 2025wny: a Strongly Gravitationally Lensed Superluminous Supernova at z = 2.01,The Astrophysical Journal,success
Unveiling the collision between molecular outflows: observational evidence and hydrodynamic simulations,arXiv e-prints,success
